ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60604,16,04/12/2020,04/18/2020,,,,,3,16,384,2046,0.0,0.0,0,0,0.0,0.0,782,60604-16,POINT (-87.629029 41.878153)
60604,17,04/19/2020,04/25/2020,2,6,256,767.3,13,29,1662,3708.4,0.2,0.2,0,0,0.0,0.0,782,60604-17,POINT (-87.629029 41.878153)
60604,18,04/26/2020,05/02/2020,5,11,639,1406.6,16,45,2046,5754.5,0.2,0.2,0,0,0.0,0.0,782,60604-18,POINT (-87.629029 41.878153)
60602,51,12/13/2020,12/19/2020,2,63,161,5064.3,57,1420,4582,114147.9,0.0,0.1,0,1,0.0,80.4,1244,60602-51,POINT (-87.628309 41.883136)
60605,14,03/29/2020,04/04/2020,13,52,47,189,65,254,236,923,0.1,0.1,0,0,0.0,0.0,27519,60605-14,POINT (-87.623449 41.867824)
60605,16,04/12/2020,04/18/2020,28,93,102,337.9,99,444,360,1613.4,0.1,0.1,0,0,0.0,0.0,27519,60605-16,POINT (-87.623449 41.867824)
60615,14,03/29/2020,04/04/2020,42,99,101,238.2,177,457,426,1099.5,0.2,0.2,3,4,7.2,9.6,41563,60615-14,POINT (-87.602725 41.801993)
60606,15,04/05/2020,04/11/2020,2,7,64,225.7,42,97,1354,3128,0.2,0.2,0,0,0.0,0.0,3101,60606-15,POINT (-87.63676 41.882634)
60601,37,09/06/2020,09/12/2020,32,193,218,1315.2,1427,5324,9724,36279.4,0.0,0.0,0,5,0.0,34.1,14675,60601-37,POINT (-87.622844 41.886262)
60601,45,11/01/2020,11/07/2020,57,379,388,2582.6,567,9346,3864,63686.5,0.1,0.0,0,7,0.0,47.7,14675,60601-45,POINT (-87.622844 41.886262)
60601,46,11/08/2020,11/14/2020,75,454,511,3093.7,736,10082,5015,68701.9,0.1,0.0,1,8,6.8,54.5,14675,60601-46,POINT (-87.622844 41.886262)
60619,17,04/19/2020,04/25/2020,120,549,196,896.2,601,1903,981,3106.5,0.2,0.3,5,31,8.2,50.6,61258,60619-17,POINT (-87.60569 41.744737)
60619,18,04/26/2020,05/02/2020,82,631,134,1030.1,573,2476,935,4041.9,0.2,0.2,7,38,11.4,62.0,61258,60619-18,POINT (-87.60569 41.744737)
60619,19,05/03/2020,05/09/2020,72,703,118,1147.6,681,3157,1112,5153.6,0.1,0.2,5,43,8.2,70.2,61258,60619-19,POINT (-87.60569 41.744737)
60619,20,05/10/2020,05/16/2020,62,765,101,1248.8,911,4068,1487,6640.8,0.1,0.2,7,50,11.4,81.6,61258,60619-20,POINT (-87.60569 41.744737)
60601,48,11/22/2020,11/28/2020,47,553,320,3768.3,567,11634,3864,79277.7,0.1,0.1,0,8,0.0,54.5,14675,60601-48,POINT (-87.622844 41.886262)
60601,49,11/29/2020,12/05/2020,45,598,307,4075,694,12328,4729,84006.8,0.1,0.1,1,9,6.8,61.3,14675,60601-49,POINT (-87.622844 41.886262)
60601,50,12/06/2020,12/12/2020,26,624,177,4252.1,648,12976,4416,88422.5,0.0,0.1,0,9,0.0,61.3,14675,60601-50,POINT (-87.622844 41.886262)
60601,51,12/13/2020,12/19/2020,56,680,382,4633.7,852,13828,5806,94228.3,0.1,0.1,1,10,6.8,68.1,14675,60601-51,POINT (-87.622844 41.886262)
60601,41,10/04/2020,10/10/2020,7,220,48,1499.1,433,6865,2951,46780.2,0.0,0.0,0,6,0.0,40.9,14675,60601-41,POINT (-87.622844 41.886262)
60601,42,10/11/2020,10/17/2020,36,256,245,1744.5,764,7629,5206,51986.4,0.0,0.0,1,7,6.8,47.7,14675,60601-42,POINT (-87.622844 41.886262)
60601,43,10/18/2020,10/24/2020,28,284,191,1935.3,578,8207,3939,55925,0.0,0.0,0,7,0.0,47.7,14675,60601-43,POINT (-87.622844 41.886262)
60601,52,12/20/2020,12/26/2020,27,707,184,4817.7,597,14425,4068,98296.4,0.1,0.1,0,10,0.0,68.1,14675,60601-52,POINT (-87.622844 41.886262)
60602,52,12/20/2020,12/26/2020,3,66,241,5305.5,54,1474,4341,118488.7,0.1,0.1,0,1,0.0,80.4,1244,60602-52,POINT (-87.628309 41.883136)
60605,32,08/02/2020,08/08/2020,13,304,47,1104.7,524,6278,1904,22813.3,0.0,0.0,0,1,0.0,3.6,27519,60605-32,POINT (-87.623449 41.867824)
60606,16,04/12/2020,04/18/2020,6,13,194,419.2,34,131,1096,4224.4,0.4,0.2,0,0,0.0,0.0,3101,60606-16,POINT (-87.63676 41.882634)
60605,35,08/23/2020,08/29/2020,8,336,29,1221,577,7972,2097,28969.1,0.0,0.0,1,2,3.6,7.3,27519,60605-35,POINT (-87.623449 41.867824)
60605,40,09/27/2020,10/03/2020,11,408,40,1482.6,666,10778,2420,39165.7,0.0,0.0,1,4,3.6,14.5,27519,60605-40,POINT (-87.623449 41.867824)
60605,41,10/04/2020,10/10/2020,17,425,62,1544.4,869,11647,3158,42323.5,0.0,0.0,0,4,0.0,14.5,27519,60605-41,POINT (-87.623449 41.867824)
60605,42,10/11/2020,10/17/2020,44,469,160,1704.3,955,12602,3470,45793.8,0.0,0.0,0,4,0.0,14.5,27519,60605-42,POINT (-87.623449 41.867824)
60603,52,12/20/2020,12/26/2020,3,46,256,3918.2,44,1047,3748,89182.3,0.0,0.0,0,0,0.0,0.0,1174,60603-52,POINT (-87.625473 41.880112)
60605,44,10/25/2020,10/31/2020,80,622,291,2260.3,1174,14980,4266,54435.1,0.1,0.0,0,5,0.0,18.2,27519,60605-44,POINT (-87.623449 41.867824)
60605,45,11/01/2020,11/07/2020,105,727,382,2641.8,1186,16166,4310,58744.9,0.1,0.0,0,5,0.0,18.2,27519,60605-45,POINT (-87.623449 41.867824)
60609,18,04/26/2020,05/02/2020,302,865,491,1406.6,662,2061,1076,3351.5,0.4,0.4,6,24,9.8,39.0,61495,60609-18,POINT (-87.653382 41.812017)
60605,46,11/08/2020,11/14/2020,117,844,425,3067,1352,17518,4913,63657.8,0.1,0.0,0,5,0.0,18.2,27519,60605-46,POINT (-87.623449 41.867824)
60605,47,11/15/2020,11/21/2020,157,1001,570,3637.5,1910,19428,6941,70598.5,0.1,0.1,1,6,3.6,21.8,27519,60605-47,POINT (-87.623449 41.867824)
60666,49,11/29/2020,12/05/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-49,POINT (-87.896371 41.979511)
60603,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1174,60603-10,POINT (-87.625473 41.880112)
60606,29,07/12/2020,07/18/2020,3,39,97,1257.7,129,1408,4160,45404.7,0.0,0.1,0,1,0.0,32.2,3101,60606-29,POINT (-87.63676 41.882634)
60604,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,782,60604-10,POINT (-87.629029 41.878153)
60606,17,04/19/2020,04/25/2020,2,15,64,483.7,51,182,1645,5869.1,0.2,0.2,0,0,0.0,0.0,3101,60606-17,POINT (-87.63676 41.882634)
60609,19,05/03/2020,05/09/2020,218,1083,354,1761.1,676,2737,1099,4450.8,0.3,0.4,8,32,13.0,52.0,61495,60609-19,POINT (-87.653382 41.812017)
60606,18,04/26/2020,05/02/2020,2,17,64,548.2,44,226,1419,7288,0.2,0.2,0,0,0.0,0.0,3101,60606-18,POINT (-87.63676 41.882634)
60606,19,05/03/2020,05/09/2020,2,19,64,612.7,54,280,1741,9029.3,0.2,0.2,0,0,0.0,0.0,3101,60606-19,POINT (-87.63676 41.882634)
60606,20,05/10/2020,05/16/2020,1,20,32,645,101,381,3257,12286.4,0.2,0.2,0,0,0.0,0.0,3101,60606-20,POINT (-87.63676 41.882634)
60606,21,05/17/2020,05/23/2020,0,20,0,645,89,470,2870,15156.4,0.1,0.2,0,0,0.0,0.0,3101,60606-21,POINT (-87.63676 41.882634)
60606,22,05/24/2020,05/30/2020,2,22,64,709.4,145,615,4676,19832.3,0.1,0.2,0,0,0.0,0.0,3101,60606-22,POINT (-87.63676 41.882634)
60606,23,05/31/2020,06/06/2020,5,27,161,870.7,104,719,3354,23186.1,0.1,0.2,0,0,0.0,0.0,3101,60606-23,POINT (-87.63676 41.882634)
60608,20,05/10/2020,05/16/2020,190,1382,240,1744.8,882,4400,1114,5555.2,0.2,0.3,5,39,6.3,49.2,79205,60608-20,POINT (-87.670366 41.849879)
60606,24,06/07/2020,06/13/2020,0,27,0,870.7,80,799,2580,25765.9,0.0,0.1,0,0,0.0,0.0,3101,60606-24,POINT (-87.63676 41.882634)
60606,25,06/14/2020,06/20/2020,0,27,0,870.7,108,907,3483,29248.6,0.0,0.1,0,0,0.0,0.0,3101,60606-25,POINT (-87.63676 41.882634)
60606,26,06/21/2020,06/27/2020,2,29,64,935.2,114,1021,3676,32924.9,0.0,0.1,1,1,32.2,32.2,3101,60606-26,POINT (-87.63676 41.882634)
60606,27,06/28/2020,07/04/2020,4,33,129,1064.2,132,1153,4257,37181.6,0.0,0.1,0,1,0.0,32.2,3101,60606-27,POINT (-87.63676 41.882634)
60606,28,07/05/2020,07/11/2020,3,36,97,1160.9,126,1279,4063,41244.8,0.0,0.1,0,1,0.0,32.2,3101,60606-28,POINT (-87.63676 41.882634)
60606,37,09/06/2020,09/12/2020,1,64,32,2063.9,128,2382,4128,76813.9,0.0,0.1,0,1,0.0,32.2,3101,60606-37,POINT (-87.63676 41.882634)
60606,38,09/13/2020,09/19/2020,3,67,97,2160.6,109,2491,3515,80328.9,0.0,0.1,0,1,0.0,32.2,3101,60606-38,POINT (-87.63676 41.882634)
60605,48,11/22/2020,11/28/2020,59,1060,214,3851.9,1234,20662,4484,75082.7,0.1,0.1,0,6,0.0,21.8,27519,60605-48,POINT (-87.623449 41.867824)
60605,49,11/29/2020,12/05/2020,77,1137,280,4131.7,1290,21952,4688,79770.3,0.1,0.1,1,7,3.6,25.4,27519,60605-49,POINT (-87.623449 41.867824)
60605,50,12/06/2020,12/12/2020,74,1211,269,4400.6,1190,23142,4324,84094.6,0.1,0.1,0,7,0.0,25.4,27519,60605-50,POINT (-87.623449 41.867824)
60606,39,09/20/2020,09/26/2020,2,69,64,2225.1,126,2617,4063,84392.1,0.0,0.1,0,1,0.0,32.2,3101,60606-39,POINT (-87.63676 41.882634)
60606,40,09/27/2020,10/03/2020,2,71,64,2289.6,134,2751,4321,88713.3,0.1,0.1,0,1,0.0,32.2,3101,60606-40,POINT (-87.63676 41.882634)
60606,41,10/04/2020,10/10/2020,5,76,161,2450.8,147,2898,4740,93453.7,0.0,0.1,0,1,0.0,32.2,3101,60606-41,POINT (-87.63676 41.882634)
60666,50,12/06/2020,12/12/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-50,POINT (-87.896371 41.979511)
60602,27,06/28/2020,07/04/2020,1,15,80,1205.8,26,260,2090,20900.3,0.1,0.1,0,0,0.0,0.0,1244,60602-27,POINT (-87.628309 41.883136)
60602,28,07/05/2020,07/11/2020,2,17,161,1366.6,42,302,3376,24276.5,0.0,0.1,0,0,0.0,0.0,1244,60602-28,POINT (-87.628309 41.883136)
60602,30,07/19/2020,07/25/2020,1,18,80,1446.9,41,374,3296,30064.3,0.0,0.1,0,0,0.0,0.0,1244,60602-30,POINT (-87.628309 41.883136)
60602,31,07/26/2020,08/01/2020,0,18,0,1446.9,40,414,3215,33279.7,0.0,0.1,0,0,0.0,0.0,1244,60602-31,POINT (-87.628309 41.883136)
60602,32,08/02/2020,08/08/2020,0,18,0,1446.9,35,449,2814,36093.2,0.0,0.1,0,0,0.0,0.0,1244,60602-32,POINT (-87.628309 41.883136)
60602,36,08/30/2020,09/05/2020,0,20,0,1607.7,42,601,3376,48311.9,0.0,0.1,0,0,0.0,0.0,1244,60602-36,POINT (-87.628309 41.883136)
60602,41,10/04/2020,10/10/2020,1,23,80,1848.9,52,815,4180,65514.5,0.0,0.0,0,0,0.0,0.0,1244,60602-41,POINT (-87.628309 41.883136)
60606,42,10/11/2020,10/17/2020,5,81,161,2612.1,191,3089,6159,99613,0.0,0.1,0,1,0.0,32.2,3101,60606-42,POINT (-87.63676 41.882634)
60605,51,12/13/2020,12/19/2020,61,1272,222,4622.3,1364,24506,4957,89051.2,0.0,0.1,0,7,0.0,25.4,27519,60605-51,POINT (-87.623449 41.867824)
60606,43,10/18/2020,10/24/2020,11,92,355,2966.8,155,3244,4998,104611.4,0.1,0.1,0,1,0.0,32.2,3101,60606-43,POINT (-87.63676 41.882634)
60602,42,10/11/2020,10/17/2020,6,29,482,2331.2,55,870,4421,69935.7,0.1,0.1,0,0,0.0,0.0,1244,60602-42,POINT (-87.628309 41.883136)
60602,43,10/18/2020,10/24/2020,2,31,161,2492,39,909,3135,73070.7,0.1,0.1,0,0,0.0,0.0,1244,60602-43,POINT (-87.628309 41.883136)
60603,12,03/15/2020,03/21/2020,,,,,1,1,85,85.2,0.0,0.0,0,0,0.0,0.0,1174,60603-12,POINT (-87.625473 41.880112)
60630,14,03/29/2020,04/04/2020,45,84,78,146.5,195,414,340,722,0.2,0.2,0,2,0.0,3.5,57344,60630-14,POINT (-87.759611 41.971261)
60604,11,03/08/2020,03/14/2020,,,,,1,1,128,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-11,POINT (-87.629029 41.878153)
60604,12,03/15/2020,03/21/2020,,,,,0,1,0,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-12,POINT (-87.629029 41.878153)
60605,52,12/20/2020,12/26/2020,42,1314,153,4774.9,1113,25619,4044,93095.7,0.0,0.1,1,8,3.6,29.1,27519,60605-52,POINT (-87.623449 41.867824)
60606,44,10/25/2020,10/31/2020,12,104,387,3353.8,176,3420,5676,110287,0.1,0.1,0,1,0.0,32.2,3101,60606-44,POINT (-87.63676 41.882634)
60606,45,11/01/2020,11/07/2020,19,123,613,3966.5,184,3604,5934,116220.6,0.1,0.1,0,1,0.0,32.2,3101,60606-45,POINT (-87.63676 41.882634)
60606,46,11/08/2020,11/14/2020,21,144,677,4643.7,206,3810,6643,122863.6,0.1,0.1,0,1,0.0,32.2,3101,60606-46,POINT (-87.63676 41.882634)
60603,13,03/22/2020,03/28/2020,,,,,3,4,256,340.7,0.0,0.0,0,0,0.0,0.0,1174,60603-13,POINT (-87.625473 41.880112)
60603,14,03/29/2020,04/04/2020,,,,,6,10,511,851.8,0.0,0.0,0,0,0.0,0.0,1174,60603-14,POINT (-87.625473 41.880112)
60603,15,04/05/2020,04/11/2020,,,,,6,16,511,1362.9,0.0,0.0,0,0,0.0,0.0,1174,60603-15,POINT (-87.625473 41.880112)
60607,34,08/16/2020,08/22/2020,21,625,71,2112.1,787,7886,2660,26650,0.0,0.1,0,4,0.0,13.5,29591,60607-34,POINT (-87.652727 41.876104)
60607,35,08/23/2020,08/29/2020,12,637,41,2152.7,849,8735,2869,29519.1,0.0,0.0,0,4,0.0,13.5,29591,60607-35,POINT (-87.652727 41.876104)
60607,36,08/30/2020,09/05/2020,20,657,68,2220.3,851,9586,2876,32395,0.0,0.0,0,4,0.0,13.5,29591,60607-36,POINT (-87.652727 41.876104)
60607,37,09/06/2020,09/12/2020,21,678,71,2291.2,723,10309,2443,34838.3,0.0,0.0,0,4,0.0,13.5,29591,60607-37,POINT (-87.652727 41.876104)
60607,38,09/13/2020,09/19/2020,23,701,78,2369,848,11157,2866,37704,0.0,0.0,0,4,0.0,13.5,29591,60607-38,POINT (-87.652727 41.876104)
60607,39,09/20/2020,09/26/2020,40,741,135,2504.1,1311,12468,4430,42134.4,0.0,0.0,0,4,0.0,13.5,29591,60607-39,POINT (-87.652727 41.876104)
60607,40,09/27/2020,10/03/2020,14,755,47,2551.5,1225,13693,4140,46274.2,0.0,0.0,0,4,0.0,13.5,29591,60607-40,POINT (-87.652727 41.876104)
60607,41,10/04/2020,10/10/2020,32,787,108,2659.6,1209,14902,4086,50359.9,0.0,0.0,0,4,0.0,13.5,29591,60607-41,POINT (-87.652727 41.876104)
60607,42,10/11/2020,10/17/2020,57,844,193,2852.2,1303,16205,4403,54763.3,0.0,0.0,0,4,0.0,13.5,29591,60607-42,POINT (-87.652727 41.876104)
60607,43,10/18/2020,10/24/2020,84,928,284,3136.1,1405,17610,4748,59511.3,0.1,0.0,0,4,0.0,13.5,29591,60607-43,POINT (-87.652727 41.876104)
60603,19,05/03/2020,05/09/2020,,,,,7,42,596,3577.5,0.0,0.2,0,0,0.0,0.0,1174,60603-19,POINT (-87.625473 41.880112)
60603,20,05/10/2020,05/16/2020,1,5,85,425.9,8,50,681,4258.9,0.4,0.2,0,0,0.0,0.0,1174,60603-20,POINT (-87.625473 41.880112)
60603,21,05/17/2020,05/23/2020,1,6,85,511.1,14,64,1192,5451.4,0.1,0.2,0,0,0.0,0.0,1174,60603-21,POINT (-87.625473 41.880112)
60642,19,05/03/2020,05/09/2020,16,111,79,549.5,129,646,639,3197.9,0.1,0.2,3,4,14.9,19.8,20201,60642-19,POINT (-87.657821 41.899935)
60642,20,05/10/2020,05/16/2020,13,124,64,613.8,160,806,792,3989.9,0.1,0.1,0,4,0.0,19.8,20201,60642-20,POINT (-87.657821 41.899935)
60608,21,05/17/2020,05/23/2020,172,1554,217,1962,987,5387,1246,6801.3,0.2,0.3,4,43,5.1,54.3,79205,60608-21,POINT (-87.670366 41.849879)
60603,22,05/24/2020,05/30/2020,0,6,0,511.1,7,71,596,6047.7,0.0,0.2,0,0,0.0,0.0,1174,60603-22,POINT (-87.625473 41.880112)
60603,23,05/31/2020,06/06/2020,0,6,0,511.1,19,90,1618,7666.1,0.1,0.1,0,0,0.0,0.0,1174,60603-23,POINT (-87.625473 41.880112)
60603,27,06/28/2020,07/04/2020,0,6,0,511.1,24,148,2044,12606.5,0.0,0.1,0,0,0.0,0.0,1174,60603-27,POINT (-87.625473 41.880112)
60603,28,07/05/2020,07/11/2020,0,6,0,511.1,20,168,1704,14310.1,0.0,0.1,0,0,0.0,0.0,1174,60603-28,POINT (-87.625473 41.880112)
60603,29,07/12/2020,07/18/2020,2,8,170,681.4,31,199,2640,16950.6,0.1,0.1,0,0,0.0,0.0,1174,60603-29,POINT (-87.625473 41.880112)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,30,229,2555,19506,0.0,0.1,0,0,0.0,0.0,1174,60603-30,POINT (-87.625473 41.880112)
60603,31,07/26/2020,08/01/2020,0,9,0,766.6,24,253,2044,21550.3,0.0,0.1,0,0,0.0,0.0,1174,60603-31,POINT (-87.625473 41.880112)
60603,38,09/13/2020,09/19/2020,0,13,0,1107.3,27,402,2300,34241.9,0.0,0.0,0,0,0.0,0.0,1174,60603-38,POINT (-87.625473 41.880112)
60603,39,09/20/2020,09/26/2020,0,13,0,1107.3,38,440,3237,37478.7,0.0,0.0,0,0,0.0,0.0,1174,60603-39,POINT (-87.625473 41.880112)
60603,42,10/11/2020,10/17/2020,2,15,170,1277.7,36,533,3066,45400.3,0.0,0.0,0,0,0.0,0.0,1174,60603-42,POINT (-87.625473 41.880112)
60604,13,03/22/2020,03/28/2020,,,,,7,8,895,1023,0.0,0.0,0,0,0.0,0.0,782,60604-13,POINT (-87.629029 41.878153)
60604,14,03/29/2020,04/04/2020,,,,,4,12,512,1534.5,0.0,0.0,0,0,0.0,0.0,782,60604-14,POINT (-87.629029 41.878153)
60604,15,04/05/2020,04/11/2020,,,,,1,13,128,1662.4,0.0,0.0,0,0,0.0,0.0,782,60604-15,POINT (-87.629029 41.878153)
60608,22,05/24/2020,05/30/2020,104,1658,131,2093.3,794,6181,1002,7803.8,0.1,0.3,5,48,6.3,60.6,79205,60608-22,POINT (-87.670366 41.849879)
60608,23,05/31/2020,06/06/2020,75,1733,95,2188,641,6822,809,8613.1,0.1,0.2,3,51,3.8,64.4,79205,60608-23,POINT (-87.670366 41.849879)
60610,40,09/27/2020,10/03/2020,34,698,87,1788.9,1201,17091,3078,43801.7,0.0,0.0,0,10,0.0,25.6,39019,60610-40,POINT (-87.63581 41.90455)
60610,41,10/04/2020,10/10/2020,46,744,118,1906.8,1340,18431,3434,47236,0.0,0.0,0,10,0.0,25.6,39019,60610-41,POINT (-87.63581 41.90455)
60610,42,10/11/2020,10/17/2020,59,803,151,2058,1470,19901,3767,51003.4,0.0,0.0,0,10,0.0,25.6,39019,60610-42,POINT (-87.63581 41.90455)
60608,24,06/07/2020,06/13/2020,48,1781,61,2248.6,972,7794,1227,9840.3,0.1,0.2,10,61,12.6,77.0,79205,60608-24,POINT (-87.670366 41.849879)
60608,25,06/14/2020,06/20/2020,34,1815,43,2291.5,969,8763,1223,11063.7,0.1,0.2,6,67,7.6,84.6,79205,60608-25,POINT (-87.670366 41.849879)
60608,26,06/21/2020,06/27/2020,27,1842,34,2325.6,955,9718,1206,12269.4,0.0,0.2,2,69,2.5,87.1,79205,60608-26,POINT (-87.670366 41.849879)
60608,27,06/28/2020,07/04/2020,36,1878,46,2371.1,998,10716,1260,13529.4,0.0,0.2,3,72,3.8,90.9,79205,60608-27,POINT (-87.670366 41.849879)
60605,17,04/19/2020,04/25/2020,25,118,91,428.8,114,558,414,2027.7,0.1,0.1,0,0,0.0,0.0,27519,60605-17,POINT (-87.623449 41.867824)
60605,18,04/26/2020,05/02/2020,17,135,62,490.6,165,723,600,2627.3,0.1,0.1,1,1,3.6,3.6,27519,60605-18,POINT (-87.623449 41.867824)
60605,19,05/03/2020,05/09/2020,14,149,51,541.4,147,870,534,3161.5,0.1,0.1,0,1,0.0,3.6,27519,60605-19,POINT (-87.623449 41.867824)
60605,24,06/07/2020,06/13/2020,4,198,14,719.5,312,2132,1134,7747.4,0.0,0.1,0,1,0.0,3.6,27519,60605-24,POINT (-87.623449 41.867824)
60605,25,06/14/2020,06/20/2020,17,215,62,781.3,402,2534,1461,9208.2,0.0,0.1,0,1,0.0,3.6,27519,60605-25,POINT (-87.623449 41.867824)
60605,26,06/21/2020,06/27/2020,14,229,51,832.2,499,3033,1813,11021.5,0.0,0.1,0,1,0.0,3.6,27519,60605-26,POINT (-87.623449 41.867824)
60605,28,07/05/2020,07/11/2020,12,247,44,897.6,606,4106,2202,14920.6,0.0,0.0,0,1,0.0,3.6,27519,60605-28,POINT (-87.623449 41.867824)
60608,28,07/05/2020,07/11/2020,47,1925,59,2430.4,1185,11901,1496,15025.6,0.0,0.2,0,72,0.0,90.9,79205,60608-28,POINT (-87.670366 41.849879)
60608,29,07/12/2020,07/18/2020,39,1964,49,2479.6,1860,13761,2348,17373.9,0.0,0.1,1,73,1.3,92.2,79205,60608-29,POINT (-87.670366 41.849879)
60606,47,11/15/2020,11/21/2020,15,159,484,5127.4,269,4079,8675,131538.2,0.1,0.1,0,1,0.0,32.2,3101,60606-47,POINT (-87.63676 41.882634)
60606,48,11/22/2020,11/28/2020,17,176,548,5675.6,170,4249,5482,137020.3,0.1,0.1,0,1,0.0,32.2,3101,60606-48,POINT (-87.63676 41.882634)
60608,30,07/19/2020,07/25/2020,57,2021,72,2551.6,1699,15460,2145,19519,0.0,0.1,1,74,1.3,93.4,79205,60608-30,POINT (-87.670366 41.849879)
60608,31,07/26/2020,08/01/2020,50,2071,63,2614.7,1439,16899,1817,21335.8,0.0,0.1,1,75,1.3,94.7,79205,60608-31,POINT (-87.670366 41.849879)
60608,32,08/02/2020,08/08/2020,78,2149,98,2713.2,1658,18557,2093,23429.1,0.1,0.1,1,76,1.3,96.0,79205,60608-32,POINT (-87.670366 41.849879)
60608,33,08/09/2020,08/15/2020,80,2229,101,2814.2,1780,20337,2247,25676.4,0.0,0.1,1,77,1.3,97.2,79205,60608-33,POINT (-87.670366 41.849879)
60608,34,08/16/2020,08/22/2020,104,2333,131,2945.5,1860,22197,2348,28024.7,0.1,0.1,0,77,0.0,97.2,79205,60608-34,POINT (-87.670366 41.849879)
60608,35,08/23/2020,08/29/2020,81,2414,102,3047.8,1908,24105,2409,30433.7,0.1,0.1,0,77,0.0,97.2,79205,60608-35,POINT (-87.670366 41.849879)
60608,36,08/30/2020,09/05/2020,59,2473,74,3122.3,1719,25824,2170,32604,0.1,0.1,1,78,1.3,98.5,79205,60608-36,POINT (-87.670366 41.849879)
60608,37,09/06/2020,09/12/2020,82,2555,104,3225.8,1626,27450,2053,34656.9,0.1,0.1,1,79,1.3,99.7,79205,60608-37,POINT (-87.670366 41.849879)
60643,13,03/22/2020,03/28/2020,71,93,142,186.5,193,274,387,549.4,0.3,0.3,0,0,0.0,0.0,49870,60643-13,POINT (-87.662381 41.700445)
60643,14,03/29/2020,04/04/2020,102,195,204,391,243,517,487,1036.7,0.4,0.3,3,3,6.0,6.0,49870,60643-14,POINT (-87.662381 41.700445)
60608,38,09/13/2020,09/19/2020,74,2629,93,3319.2,1845,29295,2329,36986.3,0.0,0.1,0,79,0.0,99.7,79205,60608-38,POINT (-87.670366 41.849879)
60608,39,09/20/2020,09/26/2020,69,2698,87,3406.4,1877,31172,2370,39356.1,0.0,0.1,1,80,1.3,101.0,79205,60608-39,POINT (-87.670366 41.849879)
60608,40,09/27/2020,10/03/2020,70,2768,88,3494.7,1947,33119,2458,41814.3,0.0,0.1,0,80,0.0,101.0,79205,60608-40,POINT (-87.670366 41.849879)
60643,15,04/05/2020,04/11/2020,89,284,178,569.5,227,744,455,1491.9,0.3,0.3,7,10,14.0,20.1,49870,60643-15,POINT (-87.662381 41.700445)
60643,16,04/12/2020,04/18/2020,60,344,120,689.8,300,1044,602,2093.4,0.2,0.3,10,20,20.1,40.1,49870,60643-16,POINT (-87.662381 41.700445)
60608,41,10/04/2020,10/10/2020,106,2874,134,3628.6,2137,35256,2698,44512.3,0.1,0.1,0,80,0.0,101.0,79205,60608-41,POINT (-87.670366 41.849879)
60608,42,10/11/2020,10/17/2020,124,2998,157,3785.1,2098,37354,2649,47161.2,0.1,0.1,1,81,1.3,102.3,79205,60608-42,POINT (-87.670366 41.849879)
60604,19,05/03/2020,05/09/2020,2,13,256,1662.4,15,60,1918,7672.6,0.2,0.2,0,0,0.0,0.0,782,60604-19,POINT (-87.629029 41.878153)
60613,19,05/03/2020,05/09/2020,31,318,62,634.6,259,1385,517,2763.8,0.1,0.2,8,20,16.0,39.9,50113,60613-19,POINT (-87.661343 41.953742)
60604,20,05/10/2020,05/16/2020,3,16,384,2046,16,76,2046,9718.7,0.3,0.2,0,0,0.0,0.0,782,60604-20,POINT (-87.629029 41.878153)
60604,22,05/24/2020,05/30/2020,2,21,256,2685.4,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-22,POINT (-87.629029 41.878153)
60613,20,05/10/2020,05/16/2020,14,332,28,662.5,298,1683,595,3358.4,0.1,0.2,3,23,6.0,45.9,50113,60613-20,POINT (-87.661343 41.953742)
60604,23,05/31/2020,06/06/2020,1,22,128,2813.3,13,125,1662,15984.7,0.1,0.2,0,0,0.0,0.0,782,60604-23,POINT (-87.629029 41.878153)
60608,43,10/18/2020,10/24/2020,182,3180,230,4014.9,2365,39719,2986,50147.1,0.1,0.1,0,81,0.0,102.3,79205,60608-43,POINT (-87.670366 41.849879)
60613,21,05/17/2020,05/23/2020,17,349,34,696.4,374,2057,746,4104.7,0.1,0.1,1,24,2.0,47.9,50113,60613-21,POINT (-87.661343 41.953742)
60608,44,10/25/2020,10/31/2020,290,3470,366,4381,2878,42597,3634,53780.7,0.1,0.1,2,83,2.5,104.8,79205,60608-44,POINT (-87.670366 41.849879)
