PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
MEYERING (WILLIAM),1049,WATER PLAYGROUND,OUTDOOR,1179963.4755200001,1857738.6054199999,"{'latitude': '41.764906', 'longitude': '-87.615939', 'needs_recoding': False}"
MIAMI,453,PLAYGROUND PARK,OUTDOOR,1153721.52571,1885239.0605899999,"{'latitude': '41.840931', 'longitude': '-87.711395', 'needs_recoding': False}"
MICEK (FRANK),1028,BASKETBALL COURT,OUTDOOR,1163045.34335,1869468.1826800001,"{'latitude': '41.797464', 'longitude': '-87.677621', 'needs_recoding': False}"
MICEK (FRANK),1028,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1162866.58583,1869408.4639699999,"{'latitude': '41.797304', 'longitude': '-87.678279', 'needs_recoding': False}"
MICEK (FRANK),1028,PLAYGROUND,OUTDOOR,1163040.2770799999,1869405.08635,"{'latitude': '41.797291', 'longitude': '-87.677642', 'needs_recoding': False}"
MICEK (FRANK),1028,SPRAY FEATURE,OUTDOOR,1163063.3049300001,1869338.30531,"{'latitude': '41.797107', 'longitude': '-87.677559', 'needs_recoding': False}"
MICEK (FRANK),1028,VOLLEYBALL,OUTDOOR,1162970.7329299999,1869435.0226400001,"{'latitude': '41.797374', 'longitude': '-87.677896', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1182852.8686899999,1865724.4713300001,"{'latitude': '41.786753', 'longitude': '-87.605101', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1183302.83925,1865732.0979599999,"{'latitude': '41.786763', 'longitude': '-87.603451', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1183676.54388,1865754.9778400001,"{'latitude': '41.786818', 'longitude': '-87.60208', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1184149.3946400001,1865762.6044600001,"{'latitude': '41.786827', 'longitude': '-87.600346', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1184942.56333,1865785.48434,"{'latitude': '41.786872', 'longitude': '-87.597438', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1185606.07972,1865793.11096,"{'latitude': '41.786877', 'longitude': '-87.595005', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1186216.2094099999,1865800.73759,"{'latitude': '41.786883', 'longitude': '-87.592767', 'needs_recoding': False}"
MIDWAY PLAISANCE,1268,ICESKATING,OUTDOOR,1184532.8653299999,1865765.91613,"{'latitude': '41.786828', 'longitude': '-87.59894', 'needs_recoding': False}"
MILLARD (ALDEN),1127,BASKETBALL COURT,OUTDOOR,1152389.04051,1893473.3735100001,"{'latitude': '41.863553', 'longitude': '-87.716067', 'needs_recoding': False}"
MILLARD (ALDEN),1127,PLAYGROUND PARK,OUTDOOR,1152325.7965500001,1893469.4558699999,"{'latitude': '41.863544', 'longitude': '-87.7163', 'needs_recoding': False}"
MILLER (SAMUEL),1128,PLAYGROUND PARK,OUTDOOR,1169667.2211800001,1896123.1155900001,"{'latitude': '41.870466', 'longitude': '-87.652563', 'needs_recoding': False}"
MINUTEMAN,307,BASKETBALL COURT,OUTDOOR,1139566.118,1865052.9290400001,"{'latitude': '41.785807', 'longitude': '-87.763832', 'needs_recoding': False}"
MINUTEMAN,307,BASKETBALL COURT,OUTDOOR,1139492.5423600001,1865026.24767,"{'latitude': '41.785735', 'longitude': '-87.764102', 'needs_recoding': False}"
MINUTEMAN,307,TENNIS COURT,OUTDOOR,1139188.0800399999,1864610.6182500001,"{'latitude': '41.7846', 'longitude': '-87.765229', 'needs_recoding': False}"
MINUTEMAN,307,TENNIS COURT,OUTDOOR,1139144.3088,1864593.7029299999,"{'latitude': '41.784554', 'longitude': '-87.765389', 'needs_recoding': False}"
MINUTEMAN,307,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1139575.63405,1864901.9923400001,"{'latitude': '41.785392', 'longitude': '-87.763801', 'needs_recoding': False}"
MINUTEMAN,307,BASEBALL JR/SOFTBALL,OUTDOOR,1139737.92933,1864800.6697,"{'latitude': '41.785111', 'longitude': '-87.763208', 'needs_recoding': False}"
MINUTEMAN,307,BASEBALL JR/SOFTBALL,OUTDOOR,1139382.17906,1864675.34876,"{'latitude': '41.784774', 'longitude': '-87.764515', 'needs_recoding': False}"
MINUTEMAN,307,PLAYGROUND,OUTDOOR,1139919.7570499999,1864821.14604,"{'latitude': '41.785164', 'longitude': '-87.762541', 'needs_recoding': False}"
MINUTEMAN,307,VOLLEYBALL (SAND),OUTDOOR,1139893.9739699999,1865009.2686999999,"{'latitude': '41.785681', 'longitude': '-87.762631', 'needs_recoding': False}"
MINUTEMAN,307,BASEBALL SR,OUTDOOR,1139775.1211900001,1865044.0350299999,"{'latitude': '41.785778', 'longitude': '-87.763066', 'needs_recoding': False}"
MINUTEMAN,307,BASEBALL SR,OUTDOOR,1139501.0318400001,1864723.0514199999,"{'latitude': '41.784903', 'longitude': '-87.764078', 'needs_recoding': False}"
MOCCASIN RANCH,337,PLAYGROUND PARK,OUTDOOR,1185614.6574599999,1862315.3072200001,"{'latitude': '41.777333', 'longitude': '-87.595083', 'needs_recoding': False}"
MONTGOMERY (MABEL),1129,PLAYGROUND PARK,OUTDOOR,1159940.43322,1860699.8367000001,"{'latitude': '41.773467', 'longitude': '-87.689249', 'needs_recoding': False}"
MONTICELLO,1130,BASKETBALL COURT,OUTDOOR,1151629.3665100001,1911925.7791899999,"{'latitude': '41.914204', 'longitude': '-87.718371', 'needs_recoding': False}"
MONTICELLO,1130,PLAYGROUND,OUTDOOR,1151682.4500599999,1911908.4652499999,"{'latitude': '41.914155', 'longitude': '-87.718176', 'needs_recoding': False}"
MONUMENT,57,PLAYGROUND,OUTDOOR,1124371.16184,1943605.2056700001,"{'latitude': '42.001628', 'longitude': '-87.817815', 'needs_recoding': False}"
MOORE (MAURICE),1050,BASKETBALL COURT,OUTDOOR,1142589.79797,1898683.99498,"{'latitude': '41.87804', 'longitude': '-87.751911', 'needs_recoding': False}"
MOORE (MAURICE),1050,BASEBALL JR/SOFTBALL,OUTDOOR,1142515.7663,1898771.5587800001,"{'latitude': '41.878281', 'longitude': '-87.75218', 'needs_recoding': False}"
MOORE (MAURICE),1050,PLAYGROUND,OUTDOOR,1142640.74407,1898609.9636299999,"{'latitude': '41.877836', 'longitude': '-87.751725', 'needs_recoding': False}"
MOORE (MAURICE),1050,SPRAY FEATURE,OUTDOOR,1142672.5855399999,1898691.95527,"{'latitude': '41.87806', 'longitude': '-87.751607', 'needs_recoding': False}"
MORAN (TERRANCE),1051,HORSESHOE COURT,OUTDOOR,1169355.0643199999,1866582.6044600001,"{'latitude': '41.789411', 'longitude': '-87.654566', 'needs_recoding': False}"
MORAN (TERRENCE),1051,BASKETBALL COURT,OUTDOOR,1169363.7946200001,1866799.7664300001,"{'latitude': '41.790007', 'longitude': '-87.654528', 'needs_recoding': False}"
ABBOTT (ROBERT),259,BASKETBALL COURT,OUTDOOR,1178127.1645599999,1841739.8375500001,"{'latitude': '41.721045', 'longitude': '-87.623154', 'needs_recoding': False}"
ABBOTT (ROBERT),259,BASKETBALL COURT,OUTDOOR,1178322.4000599999,1840798.05892,"{'latitude': '41.718456', 'longitude': '-87.622467', 'needs_recoding': False}"
ABBOTT (ROBERT),259,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1178350.9656199999,1840610.2676299999,"{'latitude': '41.71794', 'longitude': '-87.622368', 'needs_recoding': False}"
ABBOTT (ROBERT),259,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1178406.07608,1841264.0763600001,"{'latitude': '41.719733', 'longitude': '-87.622147', 'needs_recoding': False}"
ABBOTT (ROBERT),259,BASEBALL JR/SOFTBALL,OUTDOOR,1178136.9873800001,1841449.4454099999,"{'latitude': '41.720248', 'longitude': '-87.623127', 'needs_recoding': False}"
ABBOTT (ROBERT),259,BASEBALL JR/SOFTBALL,OUTDOOR,1178356.7766400001,1841458.04054,"{'latitude': '41.720266', 'longitude': '-87.622321', 'needs_recoding': False}"
ABBOTT (ROBERT),259,BASEBALL JR/SOFTBALL,OUTDOOR,1178679.7070899999,1841462.95227,"{'latitude': '41.720273', 'longitude': '-87.621139', 'needs_recoding': False}"
ABBOTT (ROBERT),259,POOL (OUTDOOR),OUTDOOR,1178359.2323400001,1841685.8110799999,"{'latitude': '41.720891', 'longitude': '-87.622306', 'needs_recoding': False}"
SIMONS (ALMIRA),124,GYMNASIUM,INDOOR,1152471.08366,1910830.7607199999,"{'latitude': '41.911182', 'longitude': '-87.715307', 'needs_recoding': False}"
SIMONS (ALMIRA),124,GYMNASTIC CENTER,INDOOR,1152430.6473900001,1910819.9543099999,"{'latitude': '41.911153', 'longitude': '-87.715456', 'needs_recoding': False}"
SIMONS (ALMIRA),124,PLAYGROUND,OUTDOOR,1152482.9051600001,1910987.5576500001,"{'latitude': '41.911612', 'longitude': '-87.71526', 'needs_recoding': False}"
SIMONS (ALMIRA),124,SPRAY FEATURE,OUTDOOR,1152409.18942,1910996.0894500001,"{'latitude': '41.911637', 'longitude': '-87.71553', 'needs_recoding': False}"
SINTIC (GREGORY),1155,PLAYGROUND PARK,OUTDOOR,1172847.0366700001,1885962.72777,"{'latitude': '41.842515', 'longitude': '-87.64119', 'needs_recoding': False}"
SKINNER (MARK),211,BASKETBALL COURT,OUTDOOR,1167540.8950499999,1899545.3817100001,"{'latitude': '41.879903', 'longitude': '-87.660271', 'needs_recoding': False}"
SKINNER (MARK),211,BASKETBALL COURT,OUTDOOR,1167466.5264300001,1899543.5227900001,"{'latitude': '41.8799', 'longitude': '-87.660544', 'needs_recoding': False}"
SKINNER (MARK),211,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1167304.3263000001,1899411.0686600001,"{'latitude': '41.87954', 'longitude': '-87.661144', 'needs_recoding': False}"
SKINNER (MARK),211,GARDEN,OUTDOOR,1167237.8428400001,1899573.2701099999,"{'latitude': '41.879986', 'longitude': '-87.661383', 'needs_recoding': False}"
VALLEY FORGE,371,VOLLEYBALL,OUTDOOR,1130650.99049,1864351.09974,"{'latitude': '41.784038', 'longitude': '-87.796536', 'needs_recoding': False}"
VALLEY FORGE,371,GYMNASIUM,INDOOR,1130768.07818,1864537.2269900001,"{'latitude': '41.784547', 'longitude': '-87.796102', 'needs_recoding': False}"
VITTUM (HARRIET ELIZABETH),233,VOLLEYBALL,OUTDOOR,1143792.2178100001,1871247.3307,"{'latitude': '41.802727', 'longitude': '-87.748182', 'needs_recoding': False}"
SKINNER (MARK),211,BASEBALL JR/SOFTBALL,OUTDOOR,1167449.7935299999,1899316.69811,"{'latitude': '41.879278', 'longitude': '-87.660612', 'needs_recoding': False}"
SKINNER (MARK),211,BASEBALL JR/SOFTBALL,OUTDOOR,1167176.48863,1899311.1207000001,"{'latitude': '41.879268', 'longitude': '-87.661616', 'needs_recoding': False}"
SKINNER (MARK),211,PLAYGROUND,OUTDOOR,1167591.0941000001,1899322.2758599999,"{'latitude': '41.87929', 'longitude': '-87.660093', 'needs_recoding': False}"
SKINNER (MARK),211,SPRAY FEATURE,OUTDOOR,1167578.0793600001,1899431.96954,"{'latitude': '41.879591', 'longitude': '-87.660138', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1159246.0533700001,1904284.8942100001,"{'latitude': '41.893083', 'longitude': '-87.690599', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,GYMNASIUM,INDOOR,1159338.73856,1903951.6688300001,"{'latitude': '41.892167', 'longitude': '-87.690267', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,BASEBALL JR/SOFTBALL,OUTDOOR,1159434.50608,1904410.6944899999,"{'latitude': '41.893425', 'longitude': '-87.689903', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,BASEBALL JR/SOFTBALL,OUTDOOR,1159442.27608,1904098.78369,"{'latitude': '41.892568', 'longitude': '-87.689883', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,POOL (OUTDOOR),OUTDOOR,1159498.8862000001,1903871.2333,"{'latitude': '41.891943', 'longitude': '-87.689681', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,PLAYGROUND,OUTDOOR,1159551.0563699999,1904410.6944899999,"{'latitude': '41.893422', 'longitude': '-87.689475', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,BASEBALL SR,OUTDOOR,1159064.8752599999,1904107.6636000001,"{'latitude': '41.892601', 'longitude': '-87.691269', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,TENNIS COURT,OUTDOOR,1159034.9051699999,1904415.1344399999,"{'latitude': '41.893445', 'longitude': '-87.69137', 'needs_recoding': False}"
SMITH (JOSEPH HIGGINS),1015,TENNIS COURT,OUTDOOR,1159080.4152500001,1904416.24434,"{'latitude': '41.893447', 'longitude': '-87.691203', 'needs_recoding': False}"
SMITH (JOSPEH HIGGINS),1015,SPRAY FEATURE,OUTDOOR,1159562.1564199999,1904279.7141100001,"{'latitude': '41.893063', 'longitude': '-87.689438', 'needs_recoding': False}"
SMITH (WENDELL),272,BASKETBALL COURT,OUTDOOR,1175940.6571200001,1839189.4499299999,"{'latitude': '41.714096', 'longitude': '-87.631239', 'needs_recoding': False}"
SMITH (WENDELL),272,BASKETBALL COURT,OUTDOOR,1175867.6864700001,1839187.62579,"{'latitude': '41.714092', 'longitude': '-87.631506', 'needs_recoding': False}"
SMITH (WENDELL),272,BASEBALL JR/SOFTBALL,OUTDOOR,1175752.7575699999,1839192.1864700001,"{'latitude': '41.714107', 'longitude': '-87.631927', 'needs_recoding': False}"
SMITH (WENDELL),272,BASEBALL JR/SOFTBALL,OUTDOOR,1175585.8366400001,1839036.2113900001,"{'latitude': '41.713683', 'longitude': '-87.632543', 'needs_recoding': False}"
SMITH (WENDELL),272,PLAYGROUND,OUTDOOR,1175887.75336,1839038.0358599999,"{'latitude': '41.713681', 'longitude': '-87.631437', 'needs_recoding': False}"
SNAPPING TURTLE,396,PLAYGROUND PARK,OUTDOOR,1155510.1497599999,1903670.7241799999,"{'latitude': '41.891474', 'longitude': '-87.704336', 'needs_recoding': False}"
SNOWBERRY,389,PLAYGROUND PARK,OUTDOOR,1163715.06281,1904585.1357400001,"{'latitude': '41.893814', 'longitude': '-87.674177', 'needs_recoding': False}"
SNOWBERRY,389,SPRAY FEATURE,OUTDOOR,1163714.39549,1904635.5027600001,"{'latitude': '41.893952', 'longitude': '-87.674178', 'needs_recoding': False}"
SOUTH LAKEVIEW,290,BASKETBALL COURT,OUTDOOR,1167055.5272599999,1919173.0977099999,"{'latitude': '41.933773', 'longitude': '-87.661489', 'needs_recoding': False}"
SOUTH LAKEVIEW,290,PLAYGROUND,OUTDOOR,1166938.3043899999,1919139.70899,"{'latitude': '41.933684', 'longitude': '-87.661921', 'needs_recoding': False}"
SOUTH SHORE CULTL. CTR.,429,BEACH,OUTDOOR,1194758.4121399999,1859193.72948,"{'latitude': '41.768547', 'longitude': '-87.561665', 'needs_recoding': False}"
SOUTH SHORE CULTL. CTR.,429,GOLF COURSE,OUTDOOR,1193777.9432999999,1859264.0419999999,"{'latitude': '41.768764', 'longitude': '-87.565256', 'needs_recoding': False}"
SOUTH SHORE CULTL. CTR.,429,TENNIS COURT,OUTDOOR,1194502.3358799999,1858790.51768,"{'latitude': '41.767447', 'longitude': '-87.562617', 'needs_recoding': False}"
SOUTH SHORE CULTL. CTR.,429,TENNIS COURT,OUTDOOR,1194547.9086199999,1858794.8578999999,"{'latitude': '41.767458', 'longitude': '-87.56245', 'needs_recoding': False}"
SOUTH SHORE CULTL. CTR.,429,TENNIS COURT,OUTDOOR,1194595.6516400001,1858794.8578999999,"{'latitude': '41.767457', 'longitude': '-87.562275', 'needs_recoding': False}"
SOUTH SHORE CULTL. CTR.,429,TENNIS COURT,OUTDOOR,1194643.3949800001,1858799.19811,"{'latitude': '41.767467', 'longitude': '-87.562099', 'needs_recoding': False}"
SPIKINGS FARM,424,PLAYGROUND PARK,OUTDOOR,1148775.70325,1931071.12115,"{'latitude': '41.966796', 'longitude': '-87.728358', 'needs_recoding': False}"
SPRUCE,280,PLAYGROUND,OUTDOOR,1186957.3591700001,1870186.57265,"{'latitude': '41.798901', 'longitude': '-87.589911', 'needs_recoding': False}"
STANTON (EDWIN),109,BASKETBALL COURT,OUTDOOR,1171670.2572000001,1908973.98129,"{'latitude': '41.905686', 'longitude': '-87.644831', 'needs_recoding': False}"
STANTON (EDWIN),109,BASKETBALL COURT,OUTDOOR,1171620.48991,1908973.98129,"{'latitude': '41.905687', 'longitude': '-87.645014', 'needs_recoding': False}"
STANTON (EDWIN),109,BASKETBALL COURT,OUTDOOR,1171657.5262500001,1909138.3290599999,"{'latitude': '41.906137', 'longitude': '-87.644873', 'needs_recoding': False}"
STANTON (EDWIN),109,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1171289.10901,1909028.23086,"{'latitude': '41.905843', 'longitude': '-87.64623', 'needs_recoding': False}"
STANTON (EDWIN),109,GYMNASIUM,INDOOR,1171787.8265199999,1909082.7605999999,"{'latitude': '41.905982', 'longitude': '-87.644396', 'needs_recoding': False}"
STANTON (EDWIN),109,BASEBALL JR/SOFTBALL,OUTDOOR,1171217.72202,1908816.5777400001,"{'latitude': '41.905264', 'longitude': '-87.646498', 'needs_recoding': False}"
STANTON (EDWIN),109,PLAYGROUND,OUTDOOR,1171517.4832299999,1908982.0829799999,"{'latitude': '41.905712', 'longitude': '-87.645392', 'needs_recoding': False}"
STANTON (EDWIN),109,SPRAY FEATURE,OUTDOOR,1171549.8899900001,1909080.4600800001,"{'latitude': '41.905981', 'longitude': '-87.64527', 'needs_recoding': False}"
STANTON (EDWIN),109,BASEBALL SR,OUTDOOR,1171367.02388,1909141.8011700001,"{'latitude': '41.906153', 'longitude': '-87.64594', 'needs_recoding': False}"
STARR (ELLEN GATES),497,PLAYGROUND,OUTDOOR,1160926.24982,1900863.0053900001,"{'latitude': '41.883659', 'longitude': '-87.684523', 'needs_recoding': False}"
STARS & STRIPES,370,BASEBALL JR/SOFTBALL,OUTDOOR,1130512.3943099999,1869779.5029200001,"{'latitude': '41.798937', 'longitude': '-87.79692', 'needs_recoding': False}"
WARREN (LAURENCE),428,GOLF COURSE,OUTDOOR,1160690.05902,1944295.2666199999,"{'latitude': '42.002844', 'longitude': '-87.684182', 'needs_recoding': False}"
WARREN (LAURENCE),428,GOLF PUTTING GREEN,OUTDOOR,1161148.39209,1944948.04419,"{'latitude': '42.004626', 'longitude': '-87.682478', 'needs_recoding': False}"
STARS & STRIPES,370,PLAYGROUND,OUTDOOR,1130135.0279300001,1869773.4648800001,"{'latitude': '41.798927', 'longitude': '-87.798304', 'needs_recoding': False}"
STARS & STRIPES,370,VOLLEYBALL (SAND),OUTDOOR,1130292.0122,1869815.72988,"{'latitude': '41.79904', 'longitude': '-87.797727', 'needs_recoding': False}"
STARS & STRIPES,370,SPRAY FEATURE,OUTDOOR,1130227.85977,1869781.0124299999,"{'latitude': '41.798946', 'longitude': '-87.797963', 'needs_recoding': False}"
STATEWAY,266,BASKETBALL COURT,OUTDOOR,1176390.0259799999,1880311.6508200001,"{'latitude': '41.826929', 'longitude': '-87.628359', 'needs_recoding': False}"
STATEWAY,266,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1176675.61366,1880117.5120999999,"{'latitude': '41.82639', 'longitude': '-87.627317', 'needs_recoding': False}"
STATEWAY,266,BASEBALL JR/SOFTBALL,OUTDOOR,1176802.3197699999,1879890.9643300001,"{'latitude': '41.825766', 'longitude': '-87.626859', 'needs_recoding': False}"
STATEWAY,266,BASEBALL JR/SOFTBALL,OUTDOOR,1176803.36898,1880188.9066399999,"{'latitude': '41.826583', 'longitude': '-87.626846', 'needs_recoding': False}"
STATEWAY,266,PLAYGROUND,OUTDOOR,1176279.8713400001,1880380.89084,"{'latitude': '41.827122', 'longitude': '-87.628761', 'needs_recoding': False}"
STOUT (FLORENCE),291,BASEBALL JR/SOFTBALL,OUTDOOR,1184087.83341,1869376.0309599999,"{'latitude': '41.796744', 'longitude': '-87.600459', 'needs_recoding': False}"
STOUT (FLORENCE),291,PLAYGROUND,OUTDOOR,1184223.81051,1869559.9239699999,"{'latitude': '41.797246', 'longitude': '-87.599955', 'needs_recoding': False}"
STOUT (FLORENCE),291,PLAYGROUND,OUTDOOR,1184231.5804999999,1869126.09216,"{'latitude': '41.796055', 'longitude': '-87.59994', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1148123.4890099999,1868142.3487199999,"{'latitude': '41.794125', 'longitude': '-87.732377', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,HORSESHOE COURT,OUTDOOR,1148142.14546,1867877.01296,"{'latitude': '41.793396', 'longitude': '-87.732315', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,BASEBALL JR/SOFTBALL,OUTDOOR,1148045.10727,1868017.52416,"{'latitude': '41.793784', 'longitude': '-87.732667', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,BASEBALL JR/SOFTBALL,OUTDOOR,1148180.9606699999,1868279.9157,"{'latitude': '41.794501', 'longitude': '-87.732162', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,PLAYGROUND,OUTDOOR,1148197.2631399999,1868372.2960900001,"{'latitude': '41.794754', 'longitude': '-87.7321', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,PLAYGROUND,OUTDOOR,1148010.9495300001,1868381.6116899999,"{'latitude': '41.794783', 'longitude': '-87.732783', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,SPRAY FEATURE,OUTDOOR,1148062.9622200001,1868369.9670299999,"{'latitude': '41.79475', 'longitude': '-87.732593', 'needs_recoding': False}"
STROHACKER (HOWARD),1016,VOLLEYBALL,OUTDOOR,1148038.12041,1867880.8945200001,"{'latitude': '41.793409', 'longitude': '-87.732696', 'needs_recoding': False}"
SUMAC,1273,BASKETBALL COURT,OUTDOOR,1181431.4725899999,1877225.8958399999,"{'latitude': '41.818347', 'longitude': '-87.609958', 'needs_recoding': False}"
SUMAC,1273,PLAYGROUND PARK,OUTDOOR,1181368.1223200001,1877208.3778299999,"{'latitude': '41.8183', 'longitude': '-87.610191', 'needs_recoding': False}"
SUMMERDALE,1151,PLAYGROUND PARK,OUTDOOR,1126813.0749299999,1934894.97276,"{'latitude': '41.977686', 'longitude': '-87.809027', 'needs_recoding': False}"
SUN YAT-SEN,451,PLAYGROUND,OUTDOOR,1174853.5247800001,1888000.5081499999,"{'latitude': '41.848063', 'longitude': '-87.633766', 'needs_recoding': False}"
SUPERA,1143,PLAYGROUND PARK,OUTDOOR,1167779.5753500001,1917075.0897599999,"{'latitude': '41.928001', 'longitude': '-87.658889', 'needs_recoding': False}"
SUPERIOR,1150,PLAYGROUND PARK,OUTDOOR,1162195.6826500001,1904883.66237,"{'latitude': '41.894665', 'longitude': '-87.679749', 'needs_recoding': False}"
SWEET CLOVER,430,PLAYGROUND PARK,OUTDOOR,1141810.93273,1904080.69777,"{'latitude': '41.892863', 'longitude': '-87.754637', 'needs_recoding': False}"
SYCAMORE,1274,PLAYGROUND,OUTDOOR,1184397.0043800001,1871225.5938599999,"{'latitude': '41.801813', 'longitude': '-87.599267', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,BASKETBALL COURT,OUTDOOR,1176532.9666299999,1873560.18992,"{'latitude': '41.8084', 'longitude': '-87.628037', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,BASKETBALL COURT,OUTDOOR,1176450.50978,1873561.4392599999,"{'latitude': '41.808405', 'longitude': '-87.62834', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1176864.47089,1873179.5187599999,"{'latitude': '41.807347', 'longitude': '-87.626833', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1176663.2816600001,1873158.4062699999,"{'latitude': '41.807294', 'longitude': '-87.627572', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,FITNESS CENTER,INDOOR,1176503.0752900001,1873680.00825,"{'latitude': '41.808729', 'longitude': '-87.628144', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,GYMNASIUM,INDOOR,1176597.4606000001,1873739.6196699999,"{'latitude': '41.80889', 'longitude': '-87.627796', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,BASEBALL JR/SOFTBALL,OUTDOOR,1176952.7469599999,1873316.5673700001,"{'latitude': '41.807722', 'longitude': '-87.626505', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,BASEBALL JR/SOFTBALL,OUTDOOR,1176565.4498399999,1873311.5700099999,"{'latitude': '41.807717', 'longitude': '-87.627926', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,BASEBALL JR/SOFTBALL,OUTDOOR,1176965.2403800001,1872975.49587,"{'latitude': '41.806785', 'longitude': '-87.62647', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,POOL (OUTDOOR),OUTDOOR,1176465.50187,1873312.81935,"{'latitude': '41.807722', 'longitude': '-87.628292', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,PLAYGROUND,OUTDOOR,1176776.5891799999,1873419.0136899999,"{'latitude': '41.808007', 'longitude': '-87.627148', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,BASEBALL SR,OUTDOOR,1176584.1899600001,1872979.2438999999,"{'latitude': '41.806804', 'longitude': '-87.627867', 'needs_recoding': False}"
TAYLOR (ROBERT ROCHON),271,TENNIS COURT,OUTDOOR,1176484.24232,1873125.4174899999,"{'latitude': '41.807208', 'longitude': '-87.628229', 'needs_recoding': False}"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1172434.7425500001,1877151.8484100001,"{'latitude': '41.818347', 'longitude': '-87.642963', 'needs_recoding': False}"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,GYMNASIUM,INDOOR,1172278.6890499999,1877049.8394299999,"{'latitude': '41.81807', 'longitude': '-87.643538', 'needs_recoding': False}"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,BASEBALL JR/SOFTBALL,OUTDOOR,1172579.2281500001,1877247.9597700001,"{'latitude': '41.818607', 'longitude': '-87.64243', 'needs_recoding': False}"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,PLAYGROUND,OUTDOOR,1172288.7861500001,1877276.1778899999,"{'latitude': '41.818691', 'longitude': '-87.643495', 'needs_recoding': False}"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,BASEBALL SR,OUTDOOR,1172424.37151,1876966.46493,"{'latitude': '41.817838', 'longitude': '-87.643006', 'needs_recoding': False}"
THE GROVE,397,PLAYGROUND PARK,OUTDOOR,1171217.1455699999,1848843.7409900001,"{'latitude': '41.740693', 'longitude': '-87.648257', 'needs_recoding': False}"
THILLENS,538,BASEBALL SR,OUTDOOR,1153749.3511099999,1942582.0551499999,"{'latitude': '41.998285', 'longitude': '-87.709763', 'needs_recoding': False}"
